SID,MATRICULA,CVE_PROGRAMA,ESTADO,PERIODO,FECHA_ACT
3098,2020C03098,LIED2020MX,Baja Definitiva,2022CC,2025-02-23
3099,2022C03099,LIDN2022MX,Egresado,2024CC,2024-08-23
3100,2019B03100,LIEN2022MX,Activo,2022CA,2025-02-11
3101,2022B03101,LIPS2020MX,Egresado,2024CC,2024-12-13
3102,2021A03102,LISC2020MX, Titulado,2023CC,2025-02-07
3103,2020C03103,LIDE2020MX,Titulado,2022CC,2024-08-29
3104,2022B03104,LIED2020MX,Egresado,2024CC,24/10/2024
3105,2024B03105,LIIN2020MX,Activo,2024CC,2024-08-31
3106,2025C03106,LICO2020MX,Activo,2025CA,2024-08-08
3107,2022A03107,LIIN2020MX,Egresado,2024CC,2024-11-25
3108,2023B03108,LIAD2020MX,Activo,2025CA,2025-02-07
3109,2021C03109,LIED2020MX,Baja Definitiva,2023CC,2024-11-24
3110,2019C03110,LICI2020MX,Titulado,2021CC,2024-09-14
3111,2021C03111,LISC2020MX,Egresado,2023CC,2025-01-27
3112,2024A03112,LIPS2020MX,Baja Temporal,2024CC,2025-01-19
3113,2018C03113,LIAD2020MX,Baja Definitiva,2020CC,2024-09-07
3114,2024A03114,LIPS2020MX,Activo,2025CA,2025-03-01
3115,2020B03115,LIDN2022MX,Titulado,2022CC,2024-10-08
3116,2023C03116,LIED2020MX,Activo,2025CA,2024-07-02
3117,2022C03117,LIEN2022MX,Titulado,2025CA,2024-07-29
3118,2023B03118,LIAD2020MX,Activo,2025CA,2025-02-09
3119,2025A03119,LISC2020MX,Baja Temporal,2025CA,2024-08-19
3120,2025B03120,LIPS2020MX,Activo,2025CA,2024-07-20
3121,2018B03121,LIDE2020MX,Baja Definitiva,2020CC,2025-03-04
3122,2024A03122,LIGA2020MX,Activo,2025CA,2024-12-17
3123,2025C03123,LICI2020MX,Activo,2025CA,2024-11-28
3124,2024B03124,LIAD2020MX,Activo,2024CC,2024-11-28
3125,2024B03125,LICO2020MX,Activo,2024CC,2024-10-08
3126,2024C03126,LIGA2020MX,Activo,2024CC,2025-01-17
3127,2020B03127,LIGA2020MX,Activo,2022CC,2024-12-07
3128,2022C03128,LIED2020MX,Titulado,2024CC,2024-10-18
3129,2025C03129,LIDN2022MX,Activo,2025CA,2024-07-01
3130,2023B03130,LIIN2020MX,Activo,2025CA,2025-02-14
3131,2022C03131,LIDN2022MX,Baja Definitiva,2024CC,2024-08-09
3131,2022C03131,LIDN2022MX,Baja Definitiva,2024CC,2024-08-09
3132,2024B03132,LIPS2020MX,Activo,2025CA,2024-12-15
3133,2024A03133,LICI2020MX,Activo,2025CA,2024-09-06
3134,2019C03134,LIDE2020MX,Baja Definitiva,2021CC,2025-01-03
3135,2019C03135,LISC2020MX,Egresado,2021CC,2024-07-28
3135,2019C03135,LISC2020MX,Egresado,2021CC,2024-07-28
3136,2023C03136,LIGA2020MX,Activo,2025CA,2025-03-07
3137,2024C03137,LIME2020MX,Activo,2025CA,2024-09-23
3138,2025A03138,LIPS2020MX,Activo,2025CA,2025-01-24
3139,2023A03139,LISC2020MX,Baja Temporal,2025CA,2024-09-04
3140,2021B03140,LIDE2020MX,Titulado,2023CC,2024-12-20
3141,2021B03141,LIGA2020MX,Activo,2023CC,2024-12-06
3142,2018B03142,LIGA2020MX,Titulado,2020CC,2024-09-26
3143,2021B03143,LISC2020MX,Activo,2023CC,2024-06-16
3144,2024B03144,LIDE2020MX,Activo,2024CC,2025-03-08
3145,2023C03145,LISC2020MX,Activo,2025CA,2024-06-26
3146,2019C03146,LIME2020MX,Titulado,2021CC,2024-11-07
3147,2023B03147,LICO2020MX,Activo,2024CC,2025-02-02
3148,2024C03148,LICI2020MX,Baja Temporal,2024CC,2024-06-23
3149,2024B03149,LIME2020MX,Baja Temporal,2024CC,2024-06-27
3150,2022A03150,LIPS2020MX,Egresado,2024CC,2024-07-30
3151,2024B03151,LIPS2020MX,Activo,2025CA,2024-09-30
3152,2021C03152,LIIN2020MX,Egresado,2023CC,2024-10-13
3153,2024C03153,LIEN2022MX,Activo,2025CA,2024-08-24
3154,2024C03154,LISC2020MX,Activo,2024CC,2024-10-24
3155,2024A03155,LICO2020MX,Activo,2025CA,2025-03-09
3156,2021A03156,LIIN2020MX,Titulado,2023CC,2024-12-26
3157,2019B03157,LIAD2020MX,activo,2021CC,2024-12-18
3158,2022C03158,LIDN2022MX,Egresado,2024CC,2024-09-20
3159,2023C03159,LISC2020MX,Activo,2025CA,2024-06-23
3160,2023B03160,LICI2020MX,Activo,2025CA,2024-06-02
3161,2020C03161,LIEN2022MX,Egresado,2023CA,2025-02-11
3162,2023A03162,LIDE2020MX,Baja Definitiva,2025CA,2024-07-31
3163,2023B03163,LIEN2022MX,Activo,2025CA,2025-03-05
3164,2022B03164,LICO2020MX,Activo,2024CC,2025-01-15
3165,2022B03165,LIED2020MX,Titulado,2024CC,2024-06-05
3166,2023A03166,LIIN2020MX,Activo,2024CC,2024-10-27
3167,2023C03167,LIGA2020MX,Activo,2025CA,2024-10-13
3168,2020A03168,LIED2020MX,Egresado,2022CC,2024-06-15
3169,2018C03169,LIME2020MX,Activo,2020CC,2024-12-16
3170,2021A03170,LIGA2020MX,Activo,2023CC,2024-06-24
3171,2024C03171,LIDE2020MX,Activo,2025CA,2025-01-17
3172,2024A03172,LICI2020MX,Activo,2024CC,2024-12-21
3173,2021C03173,LICI2020MX,Baja Definitiva,2023CC,2024-09-21
3174,2018A03174,LIME2020MX,Egresado,2020CC,2024-10-12
3175,2023B03175,LIED2020MX,Baja Definitiva,2025CA,2024-11-01
3176,2020C03176,LIEN2022MX,Titulado,2023CA,2025-03-03
3177,2020A03177,LIDE2020MX,Egresado,2022CC,2025-03-12
3178,2023A03178,LIGA2020MX,Activo,2025CA,2025-01-12
3179,2019C03179,LIDN2022MX,Egresado,2021CC,2025-01-29
3180,2025C03180,LIED2020MX,Activo,2025CA,2024-09-01
3181,2020C03181,LIDN2022MX,Activo,2022CC,2024-07-02
3182,2025A03182,LICI2020MX,Activo,2025CA,2024-08-04
3183,2025A03183,LIGA2020MX,Activo,2025CA,2024-08-24
3183,2025A03183,LIGA2020MX,Activo,2025CA,2024-08-24
3184,2024C03184,LISC2020MX,activo,2025CA,2024-09-01
3185,2023B03185,LIED2020MX,Baja Temporal,2025CA,2024-06-11
3186,2023C03186,LIGA2020MX,Activo,2025CA,2024-09-16
3187,2021C03187,LIIN2020MX,Titulado,2023CC,2024-12-15
3188,2025B03188,LIIN2020MX,Baja Definitiva,2025CA,2024-09-27
3189,2020C03189,LIME2020MX,Titulado,2022CC,2025-01-25
3190,2024C03190,LIPS2020MX,Activo,2025CA,2024-08-14
3191,2024C03191,LIPS2020MX,Activo,2024CC,2024-10-28
3192,2019C03192,LIEN2022MX,Titulado,2022CA,2025-01-22
3193,2021C03193,LIIN2020MX,Baja Definitiva,2023CC,2024-11-02
3194,2020A03194,LIED2020MX,Titulado,2022CC,2025-02-28
3195,2025C03195,LIDN2022MX,Activo,2025CA,2024-07-23
3196,2023C03196,LIPS2020MX, Activo,2024CC,2024-08-15
3197,2021A03197,LICI2020MX,Baja Definitiva,2023CC,2024-08-10
3198,2020A03198,LICO2020MX,Activo,2022CC,2024-06-12
3199,2018B03199,LIAD2020MX,Egresado,2020CC,2024-10-22
3200,2020A03200,LIDE2020MX,Egresado,2022CC,2025-03-07
3201,2018B03201,LIDE2020MX,Egresado,2020CC,2025-02-10
3202,2021C03202,LIIN2020MX,Titulado,2023CC,2024-10-19
3203,2023A03203,LIED2020MX,Activo,2025CA,2024-07-29
3204,2024B03204,LIIN2020MX,Activo,2025CA,2024-08-28
3205,2019C03205,LIPS2020MX,Egresado,2021CC,2025-01-07
3206,2025B03206,LIAD2020MX,Activo,2025CA,2024-10-15
3207,2019C03207,LIPS2020MX,Titulado,2021CC,2025-02-18
3208,2025B03208,LICO2020MX,Activo,2025CA,2024-10-15
3209,2024A03209,LISC2020MX,Activo,2024CC,2025-01-28
3210,2023C03210,LICO2020MX,Activo,2024CC,2024-11-30
3211,2020C03211,LICI2020MX,Baja Definitiva,2022CC,2024-06-18
3212,2021B03212,LIME2020MX,Baja Definitiva,2023CC,2024-06-23
3213,2021A03213,LIDE2020MX,Activo,2023CC,2024-09-18
3214,2023C03214,LIGA2020MX,Activo,2025CA,2024-10-04
3215,2018B03215,LIIN2020MX,Activo,2020CC,2024-06-12
3216,2021C03216,LIAD2020MX,Titulado,2023CC,2024-11-13
3216,2021C03216,LIAD2020MX,Titulado,2023CC,2024-11-13
3217,2020A03217,LIIN2020MX,Egresado,2022CC,2024-10-13
3218,2025C03218,LIPS2020MX,Activo,2025CA,2024-09-08
3219,2021C03219,LISC2020MX,Egresado,2023CC,2024-06-04
3220,2022B03220,LIPS2020MX,Egresado,2024CC,2024-09-23
3221,2024C03221,LICI2020MX,Activo,2024CC,2024-11-06
3222,2024B03222,LIPS2020MX,Baja Temporal,2024CC,2024-08-17
3223,2024C03223,LIDE2020MX,Activo,2025CA,2024-12-26
3224,2025A03224,LIME2020MX,Activo,2025CA,2025-03-13
3225,2024B03225,LIIN2020MX,Activo,2025CA,2024-12-11
3226,2019C03226,LIME2020MX,Egresado,2021CC,2024-07-25
3227,2023A03227,LIAD2020MX,Baja Definitiva,2025CA,2024-12-07
3228,2022C03228,LIED2020MX,Titulado,2024CC,2024-12-31
3229,2018B03229,LIEN2022MX,Activo,2021CA,2025-02-23
3230,2024A03230,LIIN2020MX,Activo,2024CC,2024-08-30
3231,2023B03231,LISC2020MX,Activo,2024CC,2024-12-05
3232,2022A03232,LIGA2020MX,Egresado,2024CC,2024-11-17
3233,2020B03233,LIME2020MX,Activo,2022CC,2025-02-17
3234,2022C03234,LIDN2022MX,Titulado,2024CC,2024-11-13
3235,2019B03235,LIGA2020MX,Egresado,2021CC,2024-07-04
3236,2022A03236,LIGA2020MX,Baja Definitiva,2024CC,2024-09-16
3237,2022B03237,LISC2020MX,Egresado,2024CC,2024-06-01
3238,2023A03238,LIGA2020MX,Activo,2024CC,2024-12-21
3239,2019C03239,LIGA2020MX,Egresado,2021CC,2024-08-11
3240,2023A03240,LICO2020MX,Activo,2025CA,2024-09-07
3241,2019C03241,LIME2020MX,Baja Definitiva,2021CC,2024-10-28
3242,2023B03242,LIIN2020MX,Activo,2025CA,2025-01-18
3243,2025C03243,LIDN2022MX,Baja Temporal,2025CA,2024-07-31
3244,2025B03244,LISC2020MX,Baja Temporal,2025CA,2024-09-19
3245,2025C03245,LIDE2020MX,Activo,2025CA,2024-08-18
3246,2023A03246,LIEN2022MX,Baja Definitiva,2024CC,2024-09-08
3247,2023B03247,LIED2020MX,Activo,2024CC,2024-11-06
3248,2022B03248,LIPS2020MX,Titulado,2024CC,2024-11-18
3249,2023C03249,LICI2020MX,Activo,2025CA,2025-03-13
3250,2019C03250,LIDN2022MX,Titulado,2021CC,2024-06-25
3251,2023C03251,LIEN2022MX,Activo,2025CA,2024-07-18
3252,2022C03252,LICI2020MX,Egresado,2024CC,2024-09-28
3253,2021B03253,LIED2020MX,Activo,2023CC,2024-10-27
3254,2023C03254,LIEN2022MX,Baja Temporal,2024CC,2024-06-22
3255,2022B03255,LIDN2022MX,Titulado,2024CC,2024-06-26
3256,2025A03256,LIAD2020MX,Activo,2025CA,2025-01-24
3257,2024C03257,LIIN2020MX,Activo,2024CC,2024-06-07
3258,2023B03258,LIEN2022MX,Activo,2024CC,2025-02-05
3259,2019C03259,LIPS2020MX,Egresado,2021CC,2024-08-10
3260,2020C03260,LIEN2022MX,Activo,2023CA,2025-03-08
3261,2021C03261,LISC2020MX, Egresado,2023CC,2024-12-24
3262,2024A03262,LIEN2022MX,Baja Definitiva,2025CA,2025-01-27
3263,2022B03263,LIIN2020MX,Egresado,2024CC,2024-06-29
3264,2021B03264,LIIN2020MX,Egresado,2023CC,2024-09-19
3265,2021C03265,LIEN2022MX,Egresado,2024CA,2025-02-20
3266,2023C03266,LIAD2020MX,Activo,2024CC,2024-12-02
3266,2023C03266,LIAD2020MX,Activo,2024CC,2024-12-02
3267,2024B03267,LIPS2020MX,Activo,2025CA,2024-11-22
3268,2021B03268,LIED2020MX,Egresado,2023CC,2025-02-16
3269,2025B03269,LIPS2020MX,Activo,2025CA,2024-07-11
3270,2021C03270,LICI2020MX,Egresado,2023CC,2024-12-08
3271,2020A03271,LIME2020MX,Egresado,2022CC,2024-10-05
3272,2021B03272,LICO2020MX,Egresado,2023CC,2024-12-28
3273,2023C03273,LIME2020MX,Baja Temporal,2025CA,2024-06-23
3274,2020C03274,LICO2020MX,Titulado,2022CC,2025-01-02
3275,2023A03275,LIAD2020MX,Activo,2025CA,2024-07-21
3276,2024A03276,LICO2020MX,activo,2024CC,2025-03-15
3277,2025B03277,LICI2020MX,Activo,2025CA,2025-01-18
3278,2020A03278,LIDN2022MX,Egresado,2022CC,2024-06-19
3279,2023B03279,LISC2020MX,Activo,2025CA,2024-08-09
3280,2024B03280,LIED2020MX,Activo,2025CA,2024-08-20
3281,2019B03281,LIGA2020MX,Titulado,2021CC,2025-02-15
3282,2023C03282,LIIN2020MX,Baja Temporal,2025CA,2024-08-28
3283,2024B03283,LIAD2020MX,Activo,2025CA,2024-12-22
3284,2023C03284,LICI2020MX,Baja Definitiva,2025CA,2024-10-14
3285,2024A03285,LICO2020MX,Activo,2025CA,2024-09-22
3286,2018B03286,LIAD2020MX,Egresado,2020CC,2024-12-24
3287,2020B03287,LISC2020MX,Titulado,2022CC,2024-12-08
3288,2020B03288,LIAD2020MX,Egresado,2022CC,2025-01-08
3289,2018A03289,LIAD2020MX,Titulado,2020CC,2024-12-02
3290,2025C03290,LICI2020MX,Activo,2025CA,2024-11-26
3291,2022A03291,LIDE2020MX,Egresado,2024CC,2024-10-30
3292,2021A03292,LIEN2022MX,Egresado ,2024CA,2024-11-17
3293,2023C03293,LIEN2022MX,Activo,2025CA,2024-08-10
3294,2022C03294,LICO2020MX,Titulado,2024CC,2024-08-31
3295,2024B03295,LIPS2020MX,Activo,2024CC,2025-01-13
3296,2024A03296,LIGA2020MX,Activo,2024CC,08-01-2025
3297,2020B03297,LICI2020MX,Activo,2022CC,2025-01-07
3298,2021C03298,LIEN2022MX,Baja Definitiva,2024CA,2024-08-15
3299,2020C03299,LIME2020MX,Egresado,2022CC,2024-09-24
3300,2024C03300,LIDE2020MX,Activo,2025CA,2025-03-05
3301,2021B03301,LICI2020MX,Activo,2023CC,2024-08-03
3302,2024A03302,LISC2020MX,Activo,2024CC,2024-08-20
3303,2024C03303,LIPS2020MX,Activo,2025CA,2024-10-23
3304,2023C03304,LIEN2022MX,Baja Temporal,2025CA,2025-01-21
3305,2023B03305,LIPS2020MX,Activo,2024CC,2025-02-27
3306,2022B03306,LIDE2020MX,Titulado,2024CC,2024-08-13
3307,2025B03307,LIME2020MX,Activo,2025CA,2024-06-25
3308,2025C03308,LISC2020MX,Activo,2025CA,2024-07-18
3309,2023B03309,LIEN2022MX,Activo,2025CA,2024-12-11
3310,2025C03310,LIPS2020MX,Activo,2025CA,2025-01-26
3311,2019A03311,LIDN2022MX,Egresado,2021CC,2024-08-05
3312,2025B03312,LIIN2020MX,Baja Temporal,2025CA,2025-03-02
3313,2021B03313,LIDE2020MX,Titulado,2023CC,2024-10-08
3314,2024B03314,LIGA2020MX,Activo,2025CA,2024-12-16
3315,2024B03315,LICI2020MX,Activo,2025CA,01-02-2025
3316,2020A03316,LIPS2020MX,Baja Definitiva,2022CC,2025-02-26
3317,2021B03317,LIPS2020MX,Egresado,2023CC,2024-09-18
3318,2020B03318,LICO2020MX,Activo,2022CC,2024-08-25
3319,2024B03319,LIDE2020MX,Activo,2025CA,2024-07-05
3320,2018A03320,LIDE2020MX,Baja Definitiva,2020CC,2024-07-04
3321,2022C03321,LIIN2020MX,egresado,2024CC,23 Nov 2024
3322,2018B03322,LIDN2022MX,Activo,2020CC,2024-08-20
3323,2022A03323,LIIN2020MX,Baja Definitiva,2024CC,2025-01-26
3324,2024A03324,LIME2020MX,Baja Definitiva,2025CA,2024-10-25
3325,2025A03325,LIDE2020MX,Activo,2025CA,2025-03-01
3326,2019C03326,LICI2020MX,Egresado,2021CC,2024-08-11
3327,2025C03327,LIME2020MX,Activo,2025CA,2024-08-30
3328,2020A03328,LICO2020MX,Egresado,2022CC,2024-09-09
3329,2024C03329,LIEN2022MX,Activo,2025CA,2025-03-06
3330,2024A03330,LICO2020MX,Activo,2025CA,2024-09-15
3331,2023A03331,LIAD2020MX,Activo,2025CA,2024-12-26
3332,2024C03332,LIPS2020MX,Baja Temporal,2025CA,2024-07-08
3333,2023A03333,LIDN2022MX,Activo,2025CA,2025-02-21
3334,2024C03334,LIIN2020MX,Baja Definitiva,2024CC,2025-01-31
3335,2021B03335,LISC2020MX,Egresado,2023CC,2024-08-18
3336,2023A03336,LIEN2022MX,Activo,2025CA,2024-06-18
3337,2024C03337,LIDN2022MX,Activo,2024CC,2024-06-08
3338,2022B03338,LICI2020MX,Baja Definitiva,2024CC,2025-03-12
3339,2024A03339,LISC2020MX,Activo,2024CC,2024-08-21
3340,2022C03340,LIIN2020MX,Activo,2024CC,2024-08-18
3341,2020C03341,LISC2020MX,Egresado,2022CC,2024-07-02
3342,2024C03342,LIDE2020MX,Activo,2024CC,2025-02-05
3343,2022A03343,LIPS2020MX,Egresado,2024CC,2024-08-16
3344,2024B03344,LIED2020MX,Activo,2024CC,2024-09-28
3345,2023B03345,LICI2020MX,Activo,2025CA,2024-07-07
3346,2022B03346,LIIN2020MX,Titulado,2024CC,07/19/2024
3347,2022C03347,LIME2020MX,Egresado,2024CC,2024-09-27
3348,2024C03348,LIME2020MX,Activo,2025CA,2024-11-28
3349,2020C03349,LICO2020MX,Egresado,2022CC,2024-07-16
3350,2023B03350,LIGA2020MX,Activo,2025CA,2025-03-13
3351,2021B03351,LICI2020MX,Baja Definitiva,2023CC,2024-07-24
3352,2023B03352,LICI2020MX,Activo,2025CA,2024-08-11
3353,2025A03353,LIAD2020MX,Activo,2025CA,2024-09-20
3354,2020B03354,LIGA2020MX,Titulado,2022CC,2024-09-23
3355,2018C03355,LICO2020MX,Titulado,2020CC,2024-08-10
3356,2021C03356,LIPS2020MX,Activo,2023CC,2024-11-17
3357,2023B03357,LIDE2020MX,Activo,2024CC,2024-09-13
3358,2025C03358,LIDN2022MX,Baja Definitiva,2025CA,2024-07-19
3359,2024B03359,LIAD2020MX, Activo,2025CA,2024-08-13
3360,2020A03360,LIPS2020MX,Baja Definitiva,2022CC,2024-07-01
3361,2023B03361,LIED2020MX,Activo,2025CA,2024-09-21
3362,2023A03362,LIAD2020MX,Activo,2024CC,12-03-2025
3363,2023A03363,LISC2020MX,Activo,2025CA,2024-12-05
3364,2020A03364,LIIN2020MX,Baja Definitiva,2022CC,2025-03-12
3365,2023A03365,LIDN2022MX,Activo,2025CA,2024-08-15
3366,2019B03366,LICI2020MX,Egresado,2021CC,2025-03-06
3367,2023A03367,LIEN2022MX,Activo,2025CA,2024-08-10
3368,2020B03368,LIEN2022MX,Titulado,2023CA,2024-10-29
3369,2019A03369,LICO2020MX,Activo,2021CC,2024-11-30
3370,2022A03370,LIGA2020MX,Titulado,2024CC,01/19/2025
3371,2022A03371,LIEN2022MX,Egresado,2025CA,07/21/2024
3372,2022A03372,LICI2020MX,Titulado,2024CC,2025-01-19
3373,2024C03373,LIDN2022MX,Activo,2025CA,2025-01-10
3374,2021C03374,LIME2020MX,Activo,2023CC,2025-01-25
3375,2024A03375,LISC2020MX,Activo,2025CA,2024-09-30
3376,2025C03376,LIME2020MX,Activo,2025CA,2024-12-16
3377,2023A03377,LIEN2022MX,Activo,2024CC,2024-06-29
3378,2024B03378,LIME2020MX,Baja Definitiva,2025CA,2025-01-17
3379,2023B03379,LIEN2022MX,Activo,2025CA,2024-07-26
3380,2023A03380,LIME2020MX,Activo,2024CC,2024-08-21
3381,2022A03381,LISC2020MX,Baja Definitiva,2024CC,2024-06-12
3382,2022C03382,LISC2020MX,Egresado,2024CC,2024-09-12
3383,2023A03383,LICI2020MX,activo,2025CA,2024-09-20
3384,2023A03384,LIIN2020MX,Activo ,2025CA,2025-02-14
3385,2021A03385,LIME2020MX,Egresado,2023CC,2024-09-16
3386,2021A03386,LIME2020MX,egresado,2023CC,05-06-2024
3387,2024B03387,LIIN2020MX,Activo,2025CA,2024-06-27
3388,2024A03388,LICI2020MX,Activo,2024CC,2024-12-16
3389,2022A03389,LIDN2022MX,Titulado,2024CC,2024/06/20
3390,2020B03390,LIED2020MX,Baja Definitiva,2022CC,2025-02-07
3391,2024A03391,LIGA2020MX,Baja Temporal,2024CC,2024-11-27
3392,2020C03392,LIDE2020MX,Titulado,2022CC,2024-07-31
3393,2020B03393,LIAD2020MX,Egresado,2022CC,2024-11-17
3394,2020B03394,LIED2020MX,Activo,2022CC,2024-07-30
3395,2023B03395,LIPS2020MX,Activo,2025CA,2024-09-23
3396,2022A03396,LIME2020MX,Egresado,2024CC,2025-02-20
3397,2019B03397,LICO2020MX,titulado,2021CC,2024-12-17
3398,2020A03398,LIME2020MX,Baja Definitiva,2022CC,2024-11-06
3399,2024A03399,LIEN2022MX,Activo,2024CC,2024-12-18
3400,2025B03400,LISC2020MX,Activo,2025CA,2024-07-11
3401,2025C03401,LISC2020MX,Activo,2025CA,2024-12-09
3402,2021C03402,LIPS2020MX,Titulado,2023CC,2025/01/29
3403,2025B03403,LIIN2020MX,Activo,2025CA,2024-11-27
3403,2025B03403,LIIN2020MX,Activo,2025CA,2024-11-27
3404,2025A03404,LIGA2020MX,Activo,2025CA,2024-07-22
3405,2025C03405,LIPS2020MX,Activo,2025CA,2024-07-15
3406,2018A03406,LIME2020MX,Activo,2020CC,2025-02-13
3407,2024C03407,LIED2020MX,Activo,2024CC,2025-02-21
3408,2022B03408,LISC2020MX,Egresado,2024CC,2024-10-01
3409,2020C03409,LICI2020MX,Egresado,2022CC,2025-01-10
3410,2021C03410,LICI2020MX,Titulado,2023CC,2025-01-01
3411,2022C03411,LIEN2022MX,Egresado,2025CA,2024-08-07
3412,2022B03412,LIDE2020MX,Egresado,2024CC,2024-11-25
3413,2023B03413,LIEN2022MX,Baja Definitiva,2024CC,2025-03-02
3414,2020A03414,LIIN2020MX,Egresado,2022CC,2024-09-01
3414,2020A03414,LIIN2020MX,Egresado,2022CC,2024-09-01
3415,2023B03415,LIDN2022MX,Activo,2025CA,2024-09-03
3416,2020A03416,LIAD2020MX,Baja Definitiva,2022CC,2024-12-16
3417,2022C03417,LIME2020MX,Titulado,2024CC,2024-11-11
3418,2023A03418,LIEN2022MX,Baja Temporal,2025CA,2025-02-01
3419,2020A03419,LIAD2020MX,Activo,2022CC,2024-12-07
3420,2021C03420,LIDE2020MX,Egresado,2023CC,2024-07-24
3421,2024B03421,LIDN2022MX,Activo,2025CA,2024-11-05
3422,2022A03422,LIDN2022MX,Egresado,2024CC,2024-08-31
3423,2024A03423,LICO2020MX,Activo,2025CA,2024-09-03
3424,2023C03424,LICI2020MX,Baja Temporal,2024CC,2024-11-29
3425,2025B03425,LIME2020MX,Activo,2025CA,2024-12-21
3426,2024C03426,LIAD2020MX,Activo,2025CA,2025-03-04
3427,2025A03427,LISC2020MX,Activo,2025CA,2024-11-05
3428,2022B03428,LIDE2020MX,Titulado,2024CC,2024-10-23
3429,2024B03429,LIED2020MX,Activo,2024CC,2024-06-01
3430,2018A03430,LISC2020MX,Egresado,2020CC,2024-07-11
3431,2022B03431,LIEN2022MX,Titulado,2025CA,2024-10-21
3432,2022A03432,LISC2020MX,Titulado,2024CC,2025-02-12
3433,2021A03433,LIGA2020MX,Activo,2023CC,2025-01-31
3434,2019B03434,LIPS2020MX,Egresado ,2021CC,2024-12-11
3435,2020B03435,LICI2020MX,Activo,2022CC,2024-07-13
3436,2018B03436,LISC2020MX,Titulado,2020CC,2024-10-14
3437,2022A03437,LIME2020MX,Egresado,2024CC,2024-06-21
3438,2023A03438,LIDN2022MX,Activo,2024CC,2024-11-09
3439,2018C03439,LISC2020MX,Activo,2020CC,2024-09-23
3440,2024C03440,LIDN2022MX,Activo,2024CC,2024-07-05
3441,2024A03441,LICI2020MX,Activo,2025CA,2025-01-10
3442,2024B03442,LISC2020MX,Activo,2024CC,2024-10-31
3443,2023B03443,LIDN2022MX,Activo ,2025CA,2025-03-04
3444,2022B03444,LIDN2022MX,Titulado,2024CC,2024-12-19
3445,2020B03445,LIPS2020MX,Titulado,2022CC,2024-11-25
3446,2022A03446,LIME2020MX,Egresado,2024CC,2025-03-10
3447,2024A03447,LIGA2020MX,Activo,2024CC,2025-01-08
3448,2019A03448,LICI2020MX,Titulado,2021CC,2024-10-05
3449,2019C03449,LIAD2020MX,Titulado,2021CC,2025-01-17
3450,2021A03450,LIGA2020MX,Egresado,2023CC,2024-09-12
3451,2025B03451,LIIN2020MX,Activo,2025CA,2024-12-04
3452,2022C03452,LIDN2022MX,Titulado,2024CC,2025-01-02
3453,2018B03453,LIME2020MX,Baja Definitiva,2020CC,2024-10-28
3454,2021A03454,LIAD2020MX,Activo,2023CC,2024-12-31
3455,2024B03455,LIDE2020MX,Activo,2024CC,2024-11-21
3456,2021A03456,LIGA2020MX,Titulado,2023CC,2025-03-07
3457,2021B03457,LIAD2020MX,Egresado,2023CC,2024-12-30
3458,2024C03458,LIAD2020MX,Activo,2025CA,09/09/2024
3459,2021C03459,LICO2020MX,Baja Definitiva,2023CC,2024-07-09
3460,2023A03460,LIAD2020MX,Baja Temporal,2024CC,2024-12-19
3461,2023B03461,LIPS2020MX,Activo,2024CC,2025-02-05
3462,2021C03462,LIME2020MX,Titulado,2023CC,2024-10-16
3463,2024B03463,LIEN2022MX,Baja Definitiva,2024CC,2024-08-13
3464,2024A03464,LIME2020MX,Activo,2025CA,2025-01-12
3465,2023C03465,LIPS2020MX,Activo,2024CC,2025-02-12
3466,2021C03466,LIED2020MX,Titulado,2023CC,2024-06-03
3466,2021C03466,LIED2020MX,Titulado,2023CC,2024-06-03
3467,2022B03467,LIEN2022MX,Activo,2024CC,2024-07-12
3468,2024A03468,LISC2020MX,Activo,2025CA,2025-01-12
3469,2024A03469,LIIN2020MX,Activo,2024CC,2024-06-14
3470,2022A03470,LICI2020MX,Activo,2024CC,2024-06-12
3471,2022A03471,LIEN2022MX,Activo,2024CC,2024-06-15
3472,2022A03472,LIDN2022MX,Activo,2024CC,2024-07-14
3473,2022C03473,LICI2020MX,Egresado,2024CC,2024-07-18
3474,2025B03474,LICO2020MX,Activo,2025CA,2025-01-20
3475,2022A03475,LIDN2022MX,Activo,2024CC,2024-07-15
3476,2024B03476,LISC2020MX,Activo,2025CA,2025-02-25
3477,2021C03477,LIIN2020MX,Baja Definitiva,2023CC,2024-06-15
3478,2022C03478,LIPS2020MX,Egresado,2024CC,2024-11-15
3479,2021B03479,LICO2020MX,Titulado,2023CC,2025-01-27
3480,2021C03480,LICO2020MX,Egresado,2023CC,2025-02-24
3481,2020B03481,LIGA2020MX,Egresado,2022CC,2025-01-10
3482,2019A03482,LIAD2020MX,Egresado,2021CC,2024-12-15
3483,2018C03483,LIED2020MX,Egresado,2020CC,2024-06-11
3484,2023B03484,LIME2020MX,Activo,2025CA,2025-01-29
3484,2023B03484,LIME2020MX,Activo,2025CA,2025-01-29
3485,2025A03485,LIDE2020MX,Baja Definitiva,2025CA,2025-02-15
3486,2020A03486,LIED2020MX,Egresado,2022CC,08/06/2024
3487,2021C03487,LIDN2022MX,Egresado,2023CC,2024-08-15
3488,2025A03488,LIGA2020MX,Activo,2025CA,2024-12-19
3489,2025B03489,LIGA2020MX,Baja Temporal,2025CA,2024-09-09
3490,2019C03490,LIDE2020MX,Titulado,2021CC,2025-02-25
